Date,Open,High,Low,Close,Adj Close,Volume
2016-10-24,830.090027,837.9400019999999,829.039978,835.73999,835.73999,1447600
2016-10-25,838.5,838.5,825.299988,828.549988,828.549988,1890700
2016-10-26,827.119995,827.710022,816.349976,822.099976,822.099976,1794900
2016-10-27,823.01001,826.580017,814.6099849999999,817.349976,817.349976,2973500
2016-10-28,829.9400019999999,839.0,817.0,819.5599980000001,819.5599980000001,4354900
2016-10-31,822.429993,822.630005,808.0,809.900024,809.900024,2242700
2016-11-01,810.869995,813.960022,798.26001,805.47998,805.47998,2355900
2016-11-02,806.76001,806.76001,785.0,788.419983,788.419983,2350700
2016-11-03,784.5,790.0,778.630005,782.1900019999999,782.1900019999999,2175200
2016-11-04,771.299988,788.47998,771.0,781.099976,781.099976,1970600
2016-11-07,794.950012,805.0,792.900024,802.030029,802.030029,1992600
2016-11-08,802.030029,816.039978,799.619995,811.97998,811.97998,1754700
2016-11-09,801.830017,811.710022,792.039978,805.590027,805.590027,3098500
2016-11-10,810.0,810.0599980000001,768.22998,780.289978,780.289978,5909600
2016-11-11,776.8099980000001,777.289978,765.539978,771.75,771.75,3592600
2016-11-14,771.76001,771.780029,743.590027,753.219971,753.219971,3672000
2016-11-15,765.469971,780.23999,765.219971,775.159973,775.159973,2943900
2016-11-16,770.419983,783.5,766.330017,779.97998,779.97998,1794300
2016-11-17,782.5,788.900024,779.849976,786.159973,786.159973,1533700
2016-11-18,787.169983,791.289978,775.349976,775.969971,775.969971,1806300
2016-11-21,778.099976,786.549988,776.299988,784.799988,784.799988,1630800
2016-11-22,788.98999,793.77002,783.73999,785.0,785.0,1394200
2016-11-23,789.52002,789.52002,772.650024,779.0,779.0,1310500
2016-11-25,782.6099849999999,782.900024,778.1900019999999,780.22998,780.22998,613500
2016-11-28,778.349976,799.73999,778.099976,785.789978,785.789978,2575400
2016-11-29,788.380005,796.4400019999999,785.340027,789.4400019999999,789.4400019999999,1562000
2016-11-30,789.099976,791.51001,773.150024,775.880005,775.880005,2279100
2016-12-01,778.549988,778.599976,753.3599849999999,764.330017,764.330017,2867100
2016-12-02,761.900024,770.5,759.0,764.460022,764.460022,1718800
2016-12-05,770.0,780.0,766.969971,778.219971,778.219971,1688500
2016-12-06,780.1900019999999,785.280029,773.320007,776.179993,776.179993,1734100
2016-12-07,779.950012,792.0,773.530029,791.469971,791.469971,2029400
2016-12-08,792.950012,799.0,787.909973,795.169983,795.169983,1612500
2016-12-09,799.299988,809.950012,798.049988,809.450012,809.450012,1904500
2016-12-12,804.820007,811.349976,804.530029,807.900024,807.900024,1628600
2016-12-13,812.3900150000001,824.299988,811.9400019999999,815.340027,815.340027,2128200
2016-12-14,815.919983,824.26001,812.780029,817.8900150000001,817.8900150000001,1799700
2016-12-15,817.3599849999999,823.0,812.0,815.650024,815.650024,1769700
2016-12-16,818.3099980000001,819.200012,808.119995,809.840027,809.840027,2589100
2016-12-19,809.280029,816.219971,804.5,812.5,812.5,1263600
2016-12-20,813.369995,816.48999,811.0,815.200012,815.200012,1271900
2016-12-21,815.719971,815.719971,805.099976,812.200012,812.200012,1459600
2016-12-22,809.099976,811.070007,806.030029,809.679993,809.679993,1131600
2016-12-23,808.01001,810.969971,805.1099849999999,807.799988,807.799988,764100
2016-12-27,808.679993,816.0,805.799988,809.929993,809.929993,976000
2016-12-28,813.330017,813.330017,802.4400019999999,804.570007,804.570007,1214800
2016-12-29,802.330017,805.75,798.1400150000001,802.880005,802.880005,1056500
2016-12-30,803.210022,803.289978,789.619995,792.450012,792.450012,1735900
2017-01-03,800.619995,811.4400019999999,796.8900150000001,808.01001,808.01001,1959000
2017-01-04,809.8900150000001,813.429993,804.1099849999999,807.77002,807.77002,1515300
2017-01-05,807.5,813.73999,805.919983,813.02002,813.02002,1340500
2017-01-06,814.98999,828.960022,811.5,825.210022,825.210022,2017100
2017-01-09,826.369995,830.429993,821.619995,827.179993,827.179993,1406800
2017-01-10,827.070007,829.409973,823.1400150000001,826.01001,826.01001,1197400
2017-01-11,826.619995,829.900024,821.469971,829.8599849999999,829.8599849999999,1325400
2017-01-12,828.380005,830.380005,821.01001,829.530029,829.530029,1349500
2017-01-13,831.0,834.650024,829.52002,830.9400019999999,830.9400019999999,1290200
2017-01-17,830.0,830.179993,823.200012,827.460022,827.460022,1439700
2017-01-18,829.799988,829.8099980000001,824.080017,829.02002,829.02002,1027700
2017-01-19,829.0,833.0,823.960022,824.369995,824.369995,1070500
2017-01-20,829.090027,829.23999,824.599976,828.169983,828.169983,1306200
2017-01-23,831.6099849999999,845.5399779999999,828.700012,844.429993,844.429993,2457400
2017-01-24,846.9799800000001,851.5200199999999,842.2800289999999,849.5300289999999,849.5300289999999,1688400
2017-01-25,853.5499880000001,858.7899779999999,849.73999,858.4500119999999,858.4500119999999,1655400
2017-01-26,859.0499880000001,861.0,850.5200199999999,856.9799800000001,856.9799800000001,3493300
2017-01-27,859.0,867.0,841.900024,845.0300289999999,845.0300289999999,3752500
2017-01-30,837.0599980000001,837.22998,821.030029,823.830017,823.830017,3516900
2017-01-31,819.5,823.070007,813.400024,820.1900019999999,820.1900019999999,2020200
2017-02-01,824.0,824.0,812.25,815.23999,815.23999,2251000
2017-02-02,815.0,824.5599980000001,812.049988,818.26001,818.26001,1689200
2017-02-03,823.130005,826.130005,819.349976,820.130005,820.130005,1528100
2017-02-06,820.919983,822.3900150000001,814.289978,821.619995,821.619995,1350900
2017-02-07,825.5,831.919983,823.289978,829.22998,829.22998,1666600
2017-02-08,830.530029,834.25,825.1099849999999,829.880005,829.880005,1302200
2017-02-09,831.72998,831.97998,826.5,830.0599980000001,830.0599980000001,1194200
2017-02-10,832.950012,837.150024,830.51001,834.849976,834.849976,1415100
2017-02-13,837.700012,841.73999,836.25,838.9600220000001,838.9600220000001,1295700
2017-02-14,839.7700199999999,842.0,835.830017,840.0300289999999,840.0300289999999,1296300
2017-02-15,838.8099980000001,841.7700199999999,836.219971,837.320007,837.320007,1357200
2017-02-16,838.5,842.6900019999999,837.26001,842.169983,842.169983,1005100
2017-02-17,841.3099980000001,846.9400019999999,839.7800289999999,846.5499880000001,846.5499880000001,1461200
2017-02-21,847.98999,852.2000119999999,846.5499880000001,849.2700199999999,849.2700199999999,1260300
2017-02-22,848.0,853.7899779999999,846.7100220000001,851.3599849999999,851.3599849999999,1224400
2017-02-23,851.080017,852.6199949999999,842.5,851.0,851.0,1386700
2017-02-24,847.650024,848.3599849999999,842.9600220000001,847.8099980000001,847.8099980000001,1346200
2017-02-27,844.9500119999999,850.669983,843.01001,849.669983,849.669983,1010300
2017-02-28,847.349976,848.830017,841.4400019999999,844.929993,844.929993,1383100
2017-03-01,851.3800050000001,858.0,849.0200199999999,856.75,856.75,1818700
2017-03-02,856.3099980000001,856.48999,848.7199710000001,849.849976,849.849976,1250900
2017-03-03,848.9400019999999,850.820007,844.7100220000001,849.080017,849.080017,1005000
2017-03-06,846.8599849999999,848.9400019999999,841.169983,847.2700199999999,847.2700199999999,1047900
2017-03-07,847.26001,853.330017,845.5200199999999,851.150024,851.150024,1038700
2017-03-08,853.1199949999999,856.929993,851.25,853.6400150000001,853.6400150000001,1028800
2017-03-09,853.6900019999999,860.7100220000001,852.669983,857.840027,857.840027,1347700
2017-03-10,862.7000119999999,864.2299800000001,857.6099849999999,861.409973,861.409973,1336600
2017-03-13,860.830017,867.1300050000001,860.820007,864.580017,864.580017,1166600
2017-03-14,863.75,867.580017,860.1300050000001,865.909973,865.909973,1061700
2017-03-15,867.9400019999999,869.8800050000001,861.2999880000001,868.3900150000001,868.3900150000001,1332900
2017-03-16,870.5300289999999,872.7100220000001,867.5200199999999,870.0,870.0,1104500
2017-03-17,873.679993,874.419983,868.3699949999999,872.3699949999999,872.3699949999999,1868300
2017-03-20,869.4799800000001,870.340027,864.669983,867.909973,867.909973,1542200
2017-03-21,870.0599980000001,873.4699710000001,847.6900019999999,850.1400150000001,850.1400150000001,2538000
2017-03-22,849.4799800000001,855.349976,847.0,849.7999880000001,849.7999880000001,1366700
2017-03-23,841.3900150000001,841.6900019999999,833.0,839.650024,839.650024,3287700
2017-03-24,842.0,844.0,829.099976,835.1400150000001,835.1400150000001,2105700
2017-03-27,828.090027,841.3800050000001,824.299988,838.51001,838.51001,1934600
2017-03-28,839.6900019999999,845.400024,832.27002,840.6300050000001,840.6300050000001,1519200
2017-03-29,842.75,851.590027,841.3800050000001,849.8699949999999,849.8699949999999,1457300
2017-03-30,851.9799800000001,852.0,846.7700199999999,849.4799800000001,849.4799800000001,949400
2017-03-31,846.830017,849.5599980000001,845.23999,847.7999880000001,847.7999880000001,1441000
2017-04-03,848.75,859.0,847.5300289999999,856.75,856.75,1969400
2017-04-04,848.0,853.0,847.51001,852.570007,852.570007,1348500
2017-04-05,854.7100220000001,860.590027,847.5200199999999,848.909973,848.909973,1855200
2017-04-06,849.5,853.590027,844.0,845.099976,845.099976,1533600
2017-04-07,845.0,845.8800050000001,837.299988,842.099976,842.099976,1111600
2017-04-10,841.5399779999999,846.73999,840.7899779999999,841.7000119999999,841.7000119999999,1046200
2017-04-11,841.7000119999999,844.6300050000001,834.599976,839.8800050000001,839.8800050000001,974300
2017-04-12,838.460022,843.7199710000001,837.590027,841.4600220000001,841.4600220000001,1135800
2017-04-13,841.0399779999999,843.7299800000001,837.849976,840.179993,840.179993,1073700
2017-04-17,841.3800050000001,855.6400150000001,841.0300289999999,855.1300050000001,855.1300050000001,1049100
2017-04-18,852.5399779999999,857.3900150000001,851.25,853.98999,853.98999,936200
2017-04-19,857.3900150000001,860.2000119999999,853.5300289999999,856.51001,856.51001,1080300
2017-04-20,859.73999,863.929993,857.5,860.080017,860.080017,1188800
2017-04-21,860.6199949999999,862.4400019999999,857.7299800000001,858.9500119999999,858.9500119999999,1172900
2017-04-24,868.4400019999999,879.9600220000001,866.1099849999999,878.929993,878.929993,1696500
2017-04-25,882.26001,892.25,879.2800289999999,888.840027,888.840027,2038000
2017-04-26,891.3900150000001,892.98999,885.150024,889.1400150000001,889.1400150000001,1323300
2017-04-27,890.0,893.3800050000001,887.179993,891.4400019999999,891.4400019999999,2342300
2017-04-28,929.0,935.900024,923.2199710000001,924.5200199999999,924.5200199999999,3797800
2017-05-01,924.150024,935.820007,920.7999880000001,932.820007,932.820007,2327800
2017-05-02,933.2700199999999,942.98999,931.0,937.090027,937.090027,1751300
2017-05-03,936.0499880000001,950.2000119999999,935.2100220000001,948.4500119999999,948.4500119999999,1824800
2017-05-04,950.2899779999999,959.1400150000001,947.3699949999999,954.7199710000001,954.7199710000001,1937600
2017-05-05,956.7199710000001,958.4400019999999,948.099976,950.2800289999999,950.2800289999999,1615500
2017-05-08,947.4500119999999,960.98999,947.400024,958.6900019999999,958.6900019999999,1876700
2017-05-09,961.330017,962.2000119999999,954.400024,956.7100220000001,956.7100220000001,1687900
2017-05-10,956.2199710000001,956.7100220000001,949.840027,954.840027,954.840027,1146000
2017-05-11,951.2899779999999,957.98999,948.6099849999999,955.8900150000001,955.8900150000001,1031100
2017-05-12,957.849976,957.9799800000001,952.0599980000001,955.1400150000001,955.1400150000001,1214900
2017-05-15,955.2899779999999,962.7000119999999,952.820007,959.2199710000001,959.2199710000001,1337700
2017-05-16,963.5499880000001,965.900024,960.349976,964.6099849999999,964.6099849999999,1101500
2017-05-17,959.7000119999999,960.98999,940.0599980000001,942.169983,942.169983,2449100
2017-05-18,943.2000119999999,954.179993,941.2700199999999,950.5,950.5,1800500
2017-05-19,952.820007,959.5599980000001,952.0,954.650024,954.650024,1360300
2017-05-22,957.0,964.820007,956.5599980000001,964.070007,964.070007,1387400
2017-05-23,969.9600220000001,974.51001,964.5,970.5499880000001,970.5499880000001,1545400
2017-05-24,975.26001,978.1199949999999,971.6300050000001,977.6099849999999,977.6099849999999,1133000
2017-05-25,979.0,995.7800289999999,977.820007,991.8599849999999,991.8599849999999,1954100
2017-05-26,992.0,996.3900150000001,987.3599849999999,993.2700199999999,993.2700199999999,1636400
2017-05-30,992.5,997.6199949999999,991.3599849999999,996.169983,996.169983,1516200
2017-05-31,996.2100220000001,999.599976,981.679993,987.090027,987.090027,1724100
2017-06-01,990.9600220000001,993.1400150000001,981.2899779999999,988.2899779999999,988.2899779999999,1306400
2017-06-02,988.590027,996.4799800000001,987.070007,996.1199949999999,996.1199949999999,1735500
2017-06-05,997.8900150000001,1007.400024,995.4500119999999,1003.8800050000001,1003.8800050000001,1378900
2017-06-06,1003.3099980000001,1008.6099849999999,994.7999880000001,996.679993,996.679993,1552100
2017-06-07,999.090027,1003.909973,995.8699949999999,1001.5,1001.5,1374100
2017-06-08,1004.2299800000001,1005.599976,996.6199949999999,1004.2800289999999,1004.2800289999999,1679900
2017-06-09,1005.48999,1005.5,953.3699949999999,970.1199949999999,970.1199949999999,3647900
2017-06-12,958.7199710000001,968.0,936.7999880000001,961.8099980000001,961.8099980000001,4202100
2017-06-13,972.0399779999999,977.909973,962.01001,970.5,970.5,2005400
2017-06-14,975.5,979.7000119999999,959.51001,967.929993,967.929993,1505500
2017-06-15,948.0200199999999,960.679993,940.3699949999999,960.179993,960.179993,2427600
2017-06-16,957.909973,959.9500119999999,948.7000119999999,958.6199949999999,958.6199949999999,2559200
2017-06-19,969.650024,979.2999880000001,968.2000119999999,975.2199710000001,975.2199710000001,1468800
2017-06-20,975.3099980000001,980.7899779999999,968.2000119999999,968.98999,968.98999,1297300
2017-06-21,970.7899779999999,979.5499880000001,969.4500119999999,978.590027,978.590027,1161600
2017-06-22,976.8699949999999,980.5,973.3099980000001,976.6199949999999,976.6199949999999,1009500
2017-06-23,975.5,986.6199949999999,974.4600220000001,986.090027,986.090027,1564000
2017-06-26,990.0,993.98999,970.330017,972.090027,972.090027,1517900
2017-06-27,961.599976,967.2199710000001,947.090027,948.090027,948.090027,2443600
2017-06-28,950.659973,963.23999,936.159973,961.01001,961.01001,2745600
2017-06-29,951.349976,951.659973,929.599976,937.820007,937.820007,3206700
2017-06-30,943.98999,945.0,929.6099849999999,929.679993,929.679993,2287700
2017-07-03,933.2199710000001,934.23999,915.3099980000001,919.4600220000001,919.4600220000001,1694800
2017-07-05,924.2000119999999,936.2899779999999,918.6300050000001,932.26001,932.26001,2094100
2017-07-06,925.0,936.1400150000001,919.849976,927.6900019999999,927.6900019999999,2014900
2017-07-07,930.98999,944.659973,929.7899779999999,940.8099980000001,940.8099980000001,1663300
2017-07-10,941.9500119999999,953.1300050000001,941.9500119999999,951.0,951.0,1451500
2017-07-11,950.5200199999999,954.8900150000001,945.1199949999999,953.5300289999999,953.5300289999999,1461200
2017-07-12,960.8599849999999,969.6300050000001,957.0399779999999,967.659973,967.659973,1602100
2017-07-13,970.7999880000001,978.7000119999999,964.7999880000001,968.849976,968.849976,1524600
2017-07-14,974.0,977.5399779999999,970.150024,976.909973,976.909973,1079600
2017-07-17,976.320007,983.349976,970.7999880000001,975.9600220000001,975.9600220000001,1660500
2017-07-18,973.3599849999999,990.849976,972.0399779999999,986.9500119999999,986.9500119999999,1413300
2017-07-19,990.01001,995.599976,987.01001,992.7700199999999,992.7700199999999,1412100
2017-07-20,997.0,998.679993,984.6199949999999,992.1900019999999,992.1900019999999,1418400
2017-07-21,989.0,995.1099849999999,984.169983,993.840027,993.840027,1463300
2017-07-24,994.099976,1006.1900019999999,990.2700199999999,998.3099980000001,998.3099980000001,3984500
2017-07-25,970.7000119999999,976.7299800000001,963.7999880000001,969.0300289999999,969.0300289999999,5933600
2017-07-26,972.7800289999999,973.9500119999999,960.2299800000001,965.3099980000001,965.3099980000001,2221600
2017-07-27,969.179993,969.5200199999999,937.0599980000001,952.51001,952.51001,3717900
2017-07-28,947.98999,961.7899779999999,945.3099980000001,958.330017,958.330017,1813800
2017-07-31,960.0,961.1900019999999,941.7299800000001,945.5,945.5,2283500
2017-08-01,947.8099980000001,954.48999,944.9600220000001,946.5599980000001,946.5599980000001,1402600
2017-08-02,948.3699949999999,949.099976,932.5200199999999,947.6400150000001,947.6400150000001,2039400
2017-08-03,949.099976,950.0,939.4400019999999,940.2999880000001,940.2999880000001,1123900
2017-08-04,943.9500119999999,947.5399779999999,939.7999880000001,945.7899779999999,945.7899779999999,1254600
2017-08-07,947.5200199999999,948.9600220000001,943.5,945.75,945.75,1445800
2017-08-08,944.2899779999999,952.48999,942.4799800000001,944.1900019999999,944.1900019999999,1505100
2017-08-09,938.4500119999999,943.76001,933.919983,940.080017,940.080017,1400900
2017-08-10,935.0,936.2999880000001,921.7800289999999,923.590027,923.590027,2707400
2017-08-11,923.7100220000001,933.3599849999999,921.2199710000001,930.090027,930.090027,1616700
2017-08-14,939.070007,941.0399779999999,934.48999,938.929993,938.929993,1148500
2017-08-15,941.0300289999999,943.070007,936.6400150000001,938.080017,938.080017,1106500
2017-08-16,941.25,949.900024,940.0399779999999,944.2700199999999,944.2700199999999,1345300
2017-08-17,942.9500119999999,943.8099980000001,927.6400150000001,927.659973,927.659973,1695700
2017-08-18,926.9799800000001,931.0200199999999,923.4500119999999,926.179993,926.179993,1337400
2017-08-21,925.7700199999999,928.25,918.599976,920.8699949999999,920.8699949999999,1301200
2017-08-22,926.9600220000001,941.9600220000001,926.169983,940.400024,940.400024,1775100
2017-08-23,937.0,945.429993,935.23999,942.580017,942.580017,1134500
2017-08-24,943.7100220000001,946.3099980000001,930.73999,936.8900150000001,936.8900150000001,1294600
2017-08-25,939.2100220000001,940.7299800000001,930.099976,930.5,930.5,1187300
2017-08-28,931.8800050000001,934.849976,926.1099849999999,928.1300050000001,928.1300050000001,1049400
2017-08-29,919.9500119999999,938.1900019999999,919.3099980000001,935.75,935.75,1158600
2017-08-30,935.669983,945.8599849999999,934.0499880000001,943.6300050000001,943.6300050000001,1120300
2017-08-31,946.2999880000001,957.2000119999999,946.25,955.23999,955.23999,1693300
2017-09-01,957.4699710000001,958.330017,950.2800289999999,951.98999,951.98999,1042900
2017-09-05,946.8599849999999,951.3900150000001,935.599976,941.4799800000001,941.4799800000001,1457400
2017-09-06,943.8699949999999,944.5,932.679993,942.0200199999999,942.0200199999999,1391500
2017-09-07,944.25,950.5,937.5300289999999,949.8900150000001,949.8900150000001,1116600
2017-09-08,949.7000119999999,950.7000119999999,940.01001,941.409973,941.409973,999900
2017-09-11,947.2000119999999,952.679993,941.0,943.2899779999999,943.2899779999999,1337400
2017-09-12,946.919983,948.090027,937.5,946.650024,946.650024,1284800
2017-09-13,945.5,952.849976,944.73999,950.4400019999999,950.4400019999999,1095400
2017-09-14,946.0,948.0300289999999,938.3599849999999,940.1300050000001,940.1300050000001,1427400
2017-09-15,940.090027,941.75,931.25,935.2899779999999,935.2899779999999,1994300
2017-09-18,935.01001,936.8599849999999,925.400024,929.75,929.75,1473700
2017-09-19,933.409973,937.9400019999999,926.659973,936.8599849999999,936.8599849999999,1242700
2017-09-20,937.7299800000001,950.0,937.5,947.5399779999999,947.5399779999999,2004000
2017-09-21,948.1300050000001,952.7999880000001,939.3800050000001,947.5499880000001,947.5499880000001,1370700
2017-09-22,942.7700199999999,950.0,940.840027,943.26001,943.26001,1074800
2017-09-25,939.4500119999999,939.75,924.51001,934.2800289999999,934.2800289999999,1873400
2017-09-26,936.6900019999999,944.080017,935.1199949999999,937.429993,937.429993,1672700
2017-09-27,942.73999,965.429993,941.9500119999999,959.900024,959.900024,2334600
2017-09-28,956.25,966.179993,955.5499880000001,964.8099980000001,964.8099980000001,1400900
2017-09-29,966.0,975.8099980000001,966.0,973.7199710000001,973.7199710000001,2031100
